,date,content,year,month,words
111,2022-01-30 21:00:00,恋爱一年半，本人男，农村出身，无车无房，npy父母三线城市公务员，房产三套，npy易生气，恋爱一年pyq没有我的影子，楼主能感受到npy并没有像我喜欢她那么喜欢我。到了该考虑前途的时候，彼此家庭环境差异很大，本人很有压力，npy似乎也感知到了，最近矛盾愈发多了。在考虑该不该放手～,2022,1,恋爱 一年 农村 出身 无车 无房 npy 父母 三线 城市 公务员 房产 三套 npy 生气 恋爱 一年 pyq 影子 楼主 感受 npy 喜欢 喜欢 前途 家庭环境 差异 很大 压力 npy 感知 矛盾 愈发 该不该 放手
110,2022-01-30 21:00:00,孩子在家闹腾死了，在家里睡到八九点，我都觉得丢人，快点开学让他们回去吧，我和他爸操碎心了,2022,1,孩子 在家 闹腾 家里 八九点 丢人 快点 开学 回去 操碎心
109,2022-01-30 21:00:00,前面问985分级的，私以为这是最合理的两张图,2022,1,985 分级 两张
94,2022-01-30 21:00:00,平心而论（不是引战!!）大家觉得身边的同学里来自哪个地区的发展最好呢🥺（不光是成绩，还有生活各方面）,2022,1,平心而论 引战 身边 同学 地区 发展 成绩 生活
107,2022-01-30 21:00:00,开个贴 收集你认为的男生女生的上头优点,2022,1,开个贴 收集 男生女生 上头 优点
108,2022-01-30 21:00:00,寒假好长，想去男朋友家住几天，突发奇想的想住在他家。。还没见过他爸妈，但是我和他在一起一年多了，uu们觉得可行吗。。。,2022,1,寒假 好长 男朋友 家住 几天 突发奇想 他家 没见 爸妈 一年 uu 可行
105,2022-01-30 21:00:00,知行这只小狗有主人吗？我去扔垃圾，它去垃圾桶那里看了看，没找到吃的，我站着看了它一会，它就一直跟着我走了好一段～～可怜兮兮。我没吃的它却跟着我，我感觉自己有点愧疚╭(°A°`)╮,2022,1,知行 小狗 主人 垃圾 垃圾桶 找到 一会 跟着 一段 可怜兮兮 跟着 愧疚
104,2022-01-30 21:00:00,高考的时候就想报法学院，想毕业之后给普通人维权，给劳动者打官司。家长联络了一个业界很厉害的律师朋友，他和我说现在的大环境已经不允许这样的人存在了，我想效仿的人都进了监狱。在一整个下午的人生观崩塌之后，我在第二天改签约了其他学院，但今天我看到了一席的文章，讲述一个专业为劳工维权的组织。我觉得自己被欺骗了，但愤怒的无力，跨转法院，大概非常艰难吧……,2022,1,高考 法学院 毕业 普通人 维权 劳动者 打官司 家长 联络 业界 厉害 律师 朋友 环境 效仿 监狱 下午 人生观 崩塌 第二天 签约 学院 一席 文章 讲述 专业 劳工 维权 组织 欺骗 愤怒 无力 跨转 法院 艰难
103,2022-01-30 21:00:00,一个统计贴，大家家庭年收入是多少呢？感觉ruc的同学家境都很不错的样子，所以真的是寒门难处贵子了吗？,2022,1,统计 家庭 年收入 ruc 同学 家境 不错 样子 寒门 难处 贵子
102,2022-01-30 21:00:00,想换一个Mac笔记本，之前华为的matebook经常死机。想问下用苹果笔记本的朋友们推荐什么型号和内存呀。我是社科专业，就日常使用不打游戏。还想问问苹果电脑的使用感受如何，非office系统会不会不方便呀,2022,1,想换 Mac 笔记本 华为 matebook 死机 问下 苹果 笔记本 朋友 推荐 型号 内存 社科 专业 日常 打游戏 问问 苹果电脑 感受 office 系统
101,2022-01-30 21:00:00,思享ruc能不能不要再传播焦虑了…发点普通人不好吗？,2022,1,思享 ruc 不能不要 传播 焦虑 普通人 不好
100,2022-01-30 21:00:00,理性讨论：各位男生女生们如何看待彩礼和嫁妆这件事。,2022,1,理性 讨论 男生女生 看待 彩礼 嫁妆 这件
99,2022-01-30 21:00:00,文科博士在读，感觉博士毫无意义，博士毕业也找不到赚很多钱的工作，导致又迷茫又焦虑，怎么办？,2022,1,文科 博士 在读 博士 毫无意义 博士 毕业 工作 导致 迷茫 焦虑
97,2022-01-30 21:00:00,帅德，我的超人！,2022,1,帅德 超人
96,2022-01-30 21:00:00,就是说…男生接近190是不是真的太高了，妈妈天天在家说我以后太高了找不到npy🥲🥲🥲,2022,1,男生 接近 190 太高 妈妈 天天 在家 太高 npy
106,2022-01-30 21:00:00,请教一下大家，平时我们说一个人“温柔”，这种“温柔”，具体而言到底指什么呢？,2022,1,请教 平时 温柔 温柔
4163,2022-01-31 21:00:00,大无语，上大学了还有亲戚来问成绩😅,2022,1,大无语 大学 亲戚 成绩
4160,2022-01-31 21:00:00,春晚吐槽大会～Rucer快来这里集合呀哈哈哈哈,2022,1,春晚 吐槽 大会 Rucer 快来 集合 哈哈哈哈
4161,2022-01-31 21:00:00,小喇叭崩是刻意趁热闹的时间给这里引流吗😅,2022,1,小喇叭 崩是 刻意 热闹 时间 引流
4162,2022-01-31 21:00:00,为什么现在的小孩都这么成熟？哈哈哈哈本20岁的大学生在高中生面前像初中生...,2022,1,小孩 成熟 哈哈哈哈 20 大学生 高中生 面前 初中生
4164,2022-01-31 21:00:00,小喇叭寄了?,2022,1,小喇叭
4186,2022-01-31 21:00:00,前天晚上5-6点在世纪馆2号场打球的小姐姐好喜欢你，有npy吗？,2022,1,前天 晚上 世纪 号场 打球 小姐姐 喜欢 npy
4166,2022-01-31 21:00:00,今天也宜学习，求不要打扰我,2022,1,学习 打扰
4184,2022-01-31 21:00:00,喝酒真的是成年人的必须技能吗？不是很想变成那样..,2022,1,喝酒 成年人 技能 很想 ..
4183,2022-01-31 21:00:00,在家睡懒觉真的错了吗？,2022,1,在家 睡懒觉
4182,2022-01-31 21:00:00,想问问学长学姐研究生复试着装有要求吗？应该怎么穿合适呀,2022,1,问问 学长 学姐 研究生 复试 装有 合适
4181,2022-01-31 21:00:00,如何说服女朋友穿黑丝？,2022,1,说服 女朋友 黑丝
4180,2022-01-31 21:00:00,剧本杀求避雷,2022,1,剧本 杀求 避雷
4179,2022-01-31 21:00:00,有没有长相一般般化妆厉害的博主？,2022,1,长相 一般般 化妆 厉害 博主
4187,2022-01-31 21:00:00,大家觉得好朋友应该天天联系吗,2022,1,朋友 天天
4188,2022-01-31 21:00:00,想试着考年后的教资，年后复习来的急吗,2022,1,想试 考年 教资 复习
4189,2022-01-31 21:00:00,你觉得仪式感有必要吗？,2022,1,仪式 感有
4190,2022-01-31 21:00:00,一想到马上要给导师发新年祝福就紧张,2022,1,想到 导师 新年 祝福 紧张
4191,2022-01-31 21:00:00,蓓思的电容笔真的好用吗？跟ap比起来哪个性价比更高？,2022,1,蓓思 电容 好用 ap 性价比 更高
4178,2022-01-31 21:00:00,我真的是个非常有执念的人 就是喜欢有一个东西，必须得是他 就算像也不行,2022,1,执念 喜欢 东西 不行
4177,2022-01-31 21:00:00,你的家乡下雪了吗,2022,1,家乡 下雪
4176,2022-01-31 21:00:00,话说神经大条的毛病好难改，名字都能打错,2022,1,神经 大条 毛病 好难 名字 打错
4175,2022-01-31 21:00:00,有没有好看显白的发色推荐啊，想抓住尾巴去染头发了,2022,1,好看 显白 发色 推荐 抓住 尾巴 去染 头发
4174,2022-01-31 21:00:00,一个人在外地   一个人的春节,2022,1,外地 春节
4173,2022-01-31 21:00:00,匿名可以升级咩,2022,1,匿名 升级
4172,2022-01-31 21:00:00,同学们都是在哪里接的家教呀  我想干不知道去哪找工作,2022,1,同学 家教 工作
4171,2022-01-31 21:00:00,家人们，有自制清汤火锅底料过吗？,2022,1,自制 清汤 火锅 底料
4170,2022-01-31 21:00:00,收到压岁钱了吗大家,2022,1,收到 压岁钱
4169,2022-01-31 21:00:00,今年大家拜年嘛,2022,1,拜年
4168,2022-01-31 21:00:00,和男朋友异地的第一个春节 好希望以后和他一起过呀,2022,1,男朋友 异地 第一个 春节 希望
4167,2022-01-31 21:00:00,墙是不是又崩了,2022,1,
4165,2022-01-31 21:00:00,小喇叭咋了啊,2022,1,小喇叭
4185,2022-01-31 21:00:00,学霸日历，今日宜学习，不宜游戏[啤酒],2022,1,学霸 日历 今日 学习 不宜 游戏 啤酒
4192,2022-01-31 21:00:00,大家用墨墨的时候一天背多少单词呀,2022,1,用墨 单词
299,2022-02-05 21:00:00,终于回来了哭哭,2022,2,终于 回来 哭哭
271,2022-02-05 21:00:00,实验班保研比例会多一些吗,2022,2,实验班 保研 比例 多一些
270,2022-02-05 21:00:00,疫情防控通怎么样都打不开怎么办呀？电脑能打卡吗？,2022,2,疫情 防控 打不开 电脑 打卡
251,2022-02-05 21:00:00,财金核心绩点多少能稳保研呀？已知科研分拿满，学工大概拿一半不到,2022,2,财金 核心 绩点 稳保研 已知 科研 分拿满 学工 一半
269,2022-02-05 21:00:00,冬奥的闭环志愿者是不是没法正常返校上课呀,2022,2,冬奥 闭环 志愿者 没法 返校 上课
268,2022-02-05 21:00:00,数学菜狗发问，现在专业学数学，如果想转专业，转入专业不需要数学，已经学的数学是不是就不算核心绩了,2022,2,数学 菜狗 发问 专业 数学 专业 转入 专业 数学 数学 不算 核心
267,2022-02-05 21:00:00,可以不开学吗？,2022,2,开学
266,2022-02-05 21:00:00,不懂就问，街巷中国的问卷瞎编有问题吗？,2022,2,街巷 中国 问卷 瞎编
265,2022-02-05 21:00:00,可不可以申请提前返校吖,2022,2,可不可以 申请 提前 返校
264,2022-02-05 21:00:00,好想谈恋爱呜呜呜 有男生想谈恋爱吗,2022,2,谈恋爱 呜呜 男生 谈恋爱
263,2022-02-05 21:00:00,为什么人大又叫鹿大,2022,2,人大 鹿大
272,2022-02-05 21:00:00,二十多天一事无成😩😩😩😩,2022,2,二十多天 一事无成
262,2022-02-05 21:00:00,街巷中国会有打电话回访吗？,2022,2,街巷 中国 打电话 回访
261,2022-02-05 21:00:00,话说开幕式举牌子里有来自人大的嘛,2022,2,开幕式 牌子 人大
260,2022-02-05 21:00:00,小喇叭终于好啦,2022,2,小喇叭 终于
259,2022-02-05 21:00:00,非得按照通知在对应的当天返校嘛？孩子想拖到最后一天(｡ì _ í｡),2022,2,通知 当天 返校 孩子
258,2022-02-05 21:00:00,大家成绩都出完了吗,2022,2,成绩
257,2022-02-05 21:00:00,就没有人想谈恋爱吗！！！！,2022,2,人想 谈恋爱
256,2022-02-05 21:00:00,经济学院大二绩点3.3在大三结束有机会提到3.6吗呜呜呜呜呜，我觉得太难了,2022,2,经济 学院 大二 绩点 3.3 大三 结束 机会 提到 3.6 呜呜 呜呜 太难
255,2022-02-05 21:00:00,想找个雅思学伴，互相督促学习➕ 互相批改阅读和听力，因为自己总是给自己放松标准(比如差个s或者差一个字母写错了就给自己判对了)，如果让不太熟悉的人看我的答案，虚荣心作祟我肯定会更紧张好好写呜呜呜呜呜呜,2022,2,找个 雅思 学伴 督促 学习 批改 阅读 听力 放松 标准 差个 字母 写错 判对 不太熟悉 答案 虚荣心 作祟 肯定 紧张 好好 呜呜 呜呜 呜呜
254,2022-02-05 21:00:00,返校后会封校吗？,2022,2,返校 后会 封校
253,2022-02-05 21:00:00,十分好奇冬奥开幕式的时候为什么迟迟没给到pj镜头，都说要来了,2022,2,好奇 冬奥 开幕式 迟迟 pj 镜头
252,2022-02-05 21:00:00,有uu疫情防控通崩掉的吗😭打卡打不上,2022,2,uu 疫情 防控 崩掉 打卡 打不上
298,2022-02-05 21:00:00,有驾校推荐嘛，准备学车🚗,2022,2,驾校 推荐 学车
273,2022-02-05 21:00:00,科研基金大三做还能在保研加分吗,2022,2,科研 基金 大三 保研 加分
250,2022-02-05 21:00:00,有没有朋友家在中高风险或者口岸的啊，你们打算怎么办呢，是去低风险地区住半个月还是在家上网课呀。,2022,2,朋友家 高风险 口岸 打算 风险 地区 半个 在家 上网
275,2022-02-05 21:00:00,为什么小学四年级的男朋友突然找我聊天并且连聊了两天,2022,2,小学 四年级 男朋友 找我聊 连聊 两天
279,2022-02-05 21:00:00,请问学校健身房的私教课怎么样呢？有没有推荐的教练呀,2022,2,学校 健身房 教课 推荐 教练
280,2022-02-05 21:00:00,保研的学工部分除了学生工作留任还有啥可以加分吗,2022,2,保研 学工 学生 工作 留任 加分
281,2022-02-05 21:00:00,有没有uu家在北京市防控区、管控区或者封控区不能返校呢？我们需要填表申请什么的吗还是等学校通知呢？,2022,2,uu 北京市 防控 管控 封控区 返校 填表 申请 学校 通知
282,2022-02-05 21:00:00,返校被拒了🥶 🤕 ，疫情防控通，我再也不敢不打你了。🤜,2022,2,返校 疫情 防控 再也
283,2022-02-05 21:00:00,大家好，请问学工和科研的评价范围是什么啊,2022,2,学工 科研 评价
284,2022-02-05 21:00:00,人大研究生毕业又能怎样呢，有点迷茫了,2022,2,人大 研究生 毕业 迷茫
285,2022-02-05 21:00:00,有没有还在北京的呀，出来玩,2022,2,北京
286,2022-02-05 21:00:00,思想汇报要写此致敬礼吗？,2022,2,思想汇报 此致敬礼
287,2022-02-05 21:00:00,微人大密码忘了怎么办呜呜呜,2022,2,人大 密码 呜呜
288,2022-02-05 21:00:00,呜呜 有无人知道学校订的那个床上用品被子多大啊 想买床品家里洗了带过去,2022,2,呜呜 无人 学校 床上用品 被子 多大 床品 家里
274,2022-02-05 21:00:00,请问友友们，在北京怎么考普通话呀，学校可以考吗？,2022,2,友友 北京 普通话 学校
289,2022-02-05 21:00:00,求是杯组队：,2022,2,求是 组队
278,2022-02-05 21:00:00,小喇叭！！yyds！,2022,2,小喇叭 yyds
291,2022-02-05 21:00:00,学校有相亲群吗，求拉（研究生）,2022,2,学校 相亲 求拉 研究生
292,2022-02-05 21:00:00,小喇叭终于回来了,2022,2,小喇叭 终于 回来
293,2022-02-05 21:00:00,统院可不可以申请提前返校呀？参加美赛的uu都打算怎么办呢？谢谢大家,2022,2,统院 可不可以 申请 提前 返校 参加 美赛 uu 打算 谢谢
294,2022-02-05 21:00:00,开一层楼来吐槽过年。越长大，过年越无聊，自己也难以融入任何狂热的氛围，还不得不和一群平时根本不会接触的人打交道。,2022,2,一层楼 过年 长大 过年 无聊 难以 融入 狂热 氛围 一群 平时 接触 打交道
295,2022-02-05 21:00:00,好久不见小喇叭！！！在的时候嫌弃 你一走就想你哈哈哈哈哈哈,2022,2,好久不见 小喇叭 嫌弃 哈哈哈 哈哈哈
296,2022-02-05 21:00:00,呜呜呜小喇叭爱你,2022,2,呜呜 小喇叭
297,2022-02-05 21:00:00,小喇叭！,2022,2,小喇叭
277,2022-02-05 21:00:00,想在校外租房，但有时候也想住在宿舍（周一到周五，或者有ddl的时候），这样做按照学校规定是可以的吗？实际操作中老师们又会怎么处理呢,2022,2,校外 租房 有时候 宿舍 周一 周五 ddl 学校 实际操作 老师
276,2022-02-05 21:00:00,人大金融专业考证的人多吗,2022,2,人大 金融 专业 考证
290,2022-02-05 21:00:00,中国文化概要都讲什么哇,2022,2,中国 文化 概要
681,2022-02-07 21:00:00,奥运健儿加油！,2022,2,奥运健儿 加油
679,2022-02-07 21:00:00,你有什么事只有匿名才敢说？,2022,2,匿名
678,2022-02-07 21:00:00,年后唯一心愿：早日开学,2022,2,唯一 心愿 早日 开学
659,2022-02-07 21:00:00,有没有跟茄皇类似的番茄味方便面推荐呀,2022,2,茄皇 类似 番茄 方便面 推荐
660,2022-02-07 21:00:00,有没有友友吃过可比克！超好吃！是童年的味道！,2022,2,友友 可比克 好吃 童年 味道
661,2022-02-07 21:00:00,小创导师失联怎么办？整个卡壳状态,2022,2,小创 导师 失联 卡壳 状态
662,2022-02-07 21:00:00,友友们，有什么好吃的方便速食推荐吗？,2022,2,友友 好吃 速食 推荐
663,2022-02-07 21:00:00,唇膏的话 有什么推荐吗 不要太油的,2022,2,唇膏 推荐 太油
664,2022-02-07 21:00:00,永远可以相信中国短道速滑队,2022,2,永远 中国 短道 速滑队
665,2022-02-07 21:00:00,朋友们！！！！大家一定要抓住在校的福利去拔智齿！！！！报销后几乎不要钱 ！ 出学校后只能自己付了，小一千 妈的心疼死了,2022,2,朋友 抓住 在校 福利 智齿 报销 学校 只能 一千 心疼
667,2022-02-07 21:00:00,奇迹笨小孩好看吗,2022,2,奇迹 笨小孩 好看
680,2022-02-07 21:00:00,有人在密闭空间里抽烟该不该提醒他呀..受不了但是有点怕,2022,2,有人 密闭 空间 抽烟 该不该 提醒 .. 受不了
668,2022-02-07 21:00:00,要养猫咪了！狸花猫，家人们帮我取个名字！,2022,2,要养 猫咪 花猫 取个 名字
670,2022-02-07 21:00:00,排队2小时，冻成冰墩墩，我还是没抢到冰墩墩[大哭],2022,2,排队 小时 冻成 冰墩 冰墩 大哭
671,2022-02-07 21:00:00,太精彩了太精彩了，看决赛到最后太险了，差点跳起来，吓死俺了，中国队yyds,2022,2,太精彩 太精彩 决赛 太险 差点 吓死 中国队 yyds
672,2022-02-07 21:00:00,顺其自然 顺其自然  不要心急  不要心急,2022,2,顺其自然 顺其自然 心急 心急
673,2022-02-07 21:00:00,uu们都买好返校车票了吗,2022,2,uu 买好 返校 车票
674,2022-02-07 21:00:00,给游戏充值很不值吗？,2022,2,游戏 充值 不值
675,2022-02-07 21:00:00,有无求是杯组队的uu 留个联系方式我来找你,2022,2,有无 求是 组队 uu 留个 联系方式 我来
676,2022-02-07 21:00:00,酒桌文化滚出中国,2022,2,酒桌 文化 中国
677,2022-02-07 21:00:00,如果不出门的话 大家都多久洗一次头,2022,2,出门 多久
669,2022-02-07 21:00:00,耳根子软，容易跟着他人的想法走，有没有同感的朋友，该怎么改善啊(┯_┯),2022,2,耳根子 跟着 同感 朋友 改善
666,2022-02-07 21:00:00,第一次租房有什么建议吗？,2022,2,第一次 租房 建议
699,2022-02-12 21:00:00,这个社会是不是无法接纳平庸的文科生,2022,2,社会 接纳 平庸 文科生
700,2022-02-12 21:00:00,求一些学校拍照好看的地方~,2022,2,学校 拍照 好看 地方
701,2022-02-12 21:00:00,省外回校要核酸证明吗大家,2022,2,省外 回校 核酸 证明
682,2022-02-12 21:00:00,我是外校的，想求一位人大同学/学长学姐询问贵校社会学考研情况🥺🥺🙏🏻🙏🏻,2022,2,外校 想求 一位 人大 同学 学长 学姐 询问 贵校 社会学 考研 情况
683,2022-02-12 21:00:00,23考研党，对本专业不感兴趣但是跨考难度又大，该不该跨考呢,2022,2,23 考研 对本 专业 不感兴趣 跨考 难度 该不该 跨考
684,2022-02-12 21:00:00,开学综合症又来了，想转专业了哈哈哈,2022,2,开学 综合症 专业 哈哈哈
685,2022-02-12 21:00:00,每次课堂随机分组就离谱，再也不想遇到划水的队友了，心好累,2022,2,每次 课堂 随机 分组 离谱 再也 不想 划水 队友 心好
686,2022-02-12 21:00:00,想问一下东门教师公寓一般在哪里可以看到出租信息呀？一般多少钱一个月呀？,2022,2,东门 教师 公寓 出租 信息 一个月
687,2022-02-12 21:00:00,开学后的第一餐你们选择去哪儿吃啊,2022,2,开学 第一餐 选择
688,2022-02-12 21:00:00,有家人有返校安排么，我家在葫芦岛，现在属于中高风险地区了，我是开学在家上网课吗，还是咋办啊,2022,2,家人 返校 安排 我家 葫芦岛 高风险 地区 开学 在家 上网 咋办
689,2022-02-12 21:00:00,像拼图一样凑出的印象，好像也没办法帮我给这段关系下一个清晰的定义，是的，我越来越了解他了，但我们这算什么？,2022,2,拼图 凑出 印象 办法 这段 关系 清晰 定义 越来越 这算
690,2022-02-12 21:00:00,uu们一定要按规定时间返校吗,2022,2,uu 按规定 时间 返校
692,2022-02-12 21:00:00,表白财金20zlt小哥哥，听说有npy了吗？我有信心，我一定比你的女朋友优秀，所以，我要你和我，在一起。,2022,2,表白 财金 20zlt 哥哥 听说 npy 信心 女朋友 优秀 我要
693,2022-02-12 21:00:00,快要开学了，舍不得假期在家的悠闲生活🙈,2022,2,开学 舍不得 假期 在家 悠闲 生活
694,2022-02-12 21:00:00,小组作业总是找不到队友怎么办？因为是转专业进来的...唉,2022,2,小组 作业 队友 专业
695,2022-02-12 21:00:00,一不小心沦为学渣本渣，有点自卑，更多的是向上的动力。可以不断进步☺️,2022,2,一不小心 沦为 学渣 本渣 自卑 向上 动力 不断进步
696,2022-02-12 21:00:00,还是没能适应北方宿舍的厕所，不想开学的最主要原因就是因为厕所问题！还有澡堂！,2022,2,北方 宿舍 厕所 不想 开学 原因 厕所 澡堂
697,2022-02-12 21:00:00,冬奥会举牌子的好像有学校志愿者小姐姐，好棒,2022,2,冬奥会 牌子 学校 志愿者 小姐姐 好棒
698,2022-02-12 21:00:00,兼职想提前离职 有没有很无法反驳的离职理由！,2022,2,兼职 提前 离职 反驳 离职 理由
691,2022-02-12 21:00:00,打算考本校新传的研究生，有没有一起的友友,2022,2,打算 本校 新传 研究生 友友
2526,2022-02-13 22:16:00,昨日刷视频，看到一位人大小姐姐在晒自己的寒假作息表，超nice!,2022,2,昨日 视频 一位 大小 姐姐 寒假 作息 nice
2527,2022-02-13 22:16:00,想买个新的持妆粉底液 植村秀和YSL恒久哪个更推荐呀,2022,2,想买个 持妆 粉底液 植村秀 YSL 恒久 推荐
2528,2022-02-13 22:16:00,请问后面实习的话学校会帮忙联系吗还是完全靠自己找呀,2022,2,实习 学校 帮忙
2529,2022-02-13 22:16:00,小喇叭发不了图只好发在这儿了🤗 希望百师那位有点儿自知之明🤭,2022,2,小喇叭 只好 希望 百师 那位 有点儿 自知之明
2530,2022-02-13 22:16:00,表白财金20gwh小哥哥，听说有npy了吗？我有信心，我一定比你的女朋友优秀，所以，我要你和我，在一起。,2022,2,表白 财金 20gwh 哥哥 听说 npy 信心 女朋友 优秀 我要
2533,2022-02-13 22:16:00,uu们，都说考研是一场信息战经验战，但肯定是不努力是不行的，不过还是恳请大家动动小手赞赞我，希望路过的学长学姐们给点考研建议，哪怕一句话都很感激，我全背住记住！谢谢大嘎！,2022,2,uu 考研 一场 信息战 经验 肯定 努力 不行 恳请 动动 小手 赞赞 希望 路过 学长 学姐 考研 建议 一句 感激 我全 背住 记住 谢谢 大嘎
2532,2022-02-13 22:16:00,大家寒假是那种有计划的嘛 比如看多少书之类的…,2022,2,寒假 那种 计划
2525,2022-02-13 22:16:00,考研有必要在校外租房子住吗？,2022,2,考研 校外 租房子
2534,2022-02-13 22:16:00,有没有写论文的朋友，怎么一开始写论文就觉得桌子该收拾了，综艺那么好看，小说那么好看，我又饿了，一天忙到晚，就是不想写论文,2022,2,论文 朋友 论文 桌子 收拾 综艺 好看 小说 好看 不想 论文
2535,2022-02-13 22:16:00,给大家安利一下我的家乡吉林延边，一个超棒的小城市，来这里可以穿上韩服当在逃公主，也可以吃好多好多好吃的，欢迎大家来旅游,2022,2,安利 家乡 吉林 延边 超棒 城市 韩服 公主 好多好多 好吃 旅游
2536,2022-02-13 22:16:00,有姐妹约上九价吗，好多问题想问,2022,2,姐妹 九价 好多
2531,2022-02-13 22:16:00,开题报告中要不要包含论文的研究框架啊,2022,2,开题 报告 中要 包含 论文 研究 框架
2524,2022-02-13 22:16:00,请问有考研到人大现当代文学的学长学姐嘛～ 想加vx咨询一些问题 可有偿,2022,2,考研 人大 现当代 文学 学长 学姐 想加 vx 咨询 有偿
2520,2022-02-13 22:16:00,在大学是要习惯一个人吗,2022,2,大学 习惯
2522,2022-02-13 22:16:00,家人们，想退货却发现都发货了，怎么办？,2022,2,退货 发现 发货
2521,2022-02-13 22:16:00,有换宿舍成功的案例吗。如果休学之后想回到原宿舍但原宿舍已经有人了可以换宿舍吗。,2022,2,有换 宿舍 成功 案例 休学 回到 宿舍 但原 宿舍 有人 宿舍
2519,2022-02-13 22:16:00,uu们假期都干了啥呀,2022,2,uu 假期
2540,2022-02-13 22:16:00,如何提分手,2022,2,分手
2541,2022-02-13 22:16:00,隔壁清华据说三月才开学，也不知道我们是多久…,2022,2,隔壁 清华 三月 开学 多久
2542,2022-02-13 22:16:00,你们见过哪些有趣的论文?,2022,2,见过 有趣 论文
2543,2022-02-13 22:16:00,在家老妈一生气老是做一些不可理喻的事，而且还故意气人的那种，真的很糟心啊ಥ_ಥ,2022,2,在家 老妈 生气 不可理喻 气人 那种 糟心
2537,2022-02-13 22:16:00,请问人大有什么比较推荐的交换项目，谢谢🙏,2022,2,人大 推荐 交换 项目 谢谢
2545,2022-02-13 22:16:00,大家坐好久没见的异性的车坐前座还是后座呀 感觉做后座有点不礼貌 前座又怕有点亲密,2022,2,好久没 异性 前座 后座 后座 礼貌 前座 亲密
2546,2022-02-13 22:16:00,学姐之前对我说，学习好好搞，保研不愁。我想说我只是学渣。,2022,2,学姐 学习 好好 保研 不愁 学渣
2547,2022-02-13 22:16:00,研究生期间有必要跟导师维持好关系吗？,2022,2,研究生 期间 导师 关系
2548,2022-02-13 22:16:00,想询问下大家论文的进度到哪里了 我现在是毫无头绪5555,2022,2,询问 论文 进度 头绪 5555
2549,2022-02-13 22:16:00,家人们，为什么最近水果店买不到丹东大草莓了啊？,2022,2,水果店 买不到 丹东 草莓
2539,2022-02-13 22:16:00,uu们大厂的实习怎么找呀？是不是很难拿到offer,2022,2,uu 大厂 实习 很难 拿到 offer
2544,2022-02-13 22:16:00,大家假期都会和室友在群聊里聊天的吗…好奇,2022,2,假期 室友 群聊 聊天 好奇
2523,2022-02-13 22:16:00,友友们新传考研真题有吗，来一份,2022,2,友友 新传 考研 真题 一份
2538,2022-02-13 22:16:00,有没有哪位老师容易为难学生的？,2022,2,哪位 老师 为难 学生
465,2022-02-17 21:00:00,怎么都是面试之后就没消息了？麻了…,2022,2,面试 消息
466,2022-02-17 21:00:00,下学期的课，已经有想退的课了，但进了微人大选课中心，“当前不在选课时间范围内”，求问怎么退课,2022,2,下学期 但进 人大 选课 中心 选课 时间 求问 退课
467,2022-02-17 21:00:00,呜呜呜，有什么兼职渠道啊？买了个课之后就资金紧张了，打字这种无意义的兼职也好呀。,2022,2,呜呜 兼职 渠道 资金紧张 打字 意义 兼职
468,2022-02-17 21:00:00,现在开始写毕业论文还来得及吗...,2022,2,毕业论文
469,2022-02-17 21:00:00,有午课的友友们怎么解决午饭呢 可以在教室吃吗,2022,2,有午 友友 解决 午饭 教室
470,2022-02-17 21:00:00,来分享一下你了解到的有关人大的灵异故事吧,2022,2,分享 人大 灵异 故事
471,2022-02-17 21:00:00,问问师兄师姐们，数学分析二三的内容考试时是偏重应用哪些定理计算，还是应用定理证明或者定理本身的证明呢？,2022,2,问问 师兄 师姐 数学分析 二三 内容 考试 偏重 定理 计算 定理 证明 定理 证明
472,2022-02-17 21:00:00,街巷结项容易吗？会不会有很多不予结项？,2022,2,街巷 结项 不予 结项
473,2022-02-17 21:00:00,有多少人准备以后在北京工作呢？（感觉北京的工资会比回家乡高一些，但是父母不是很希望自己离开他们）所以大家都是怎么想的呢？,2022,2,北京 工作 北京 工资 回家 乡高 父母 希望 离开
474,2022-02-17 21:00:00,江苏人一枚，现在就是高铁返京被强制退票，如果去上海坐飞机有可能嘛😭,2022,2,江苏 一枚 高铁 返京 强制 退票 上海 坐飞机
475,2022-02-17 21:00:00,请问今年大创什么时候交立项书,2022,2,大创 立项
476,2022-02-17 21:00:00,人大的冰上爱好者群～下学期有冰壶、花滑、冰球体验，感兴趣的同学可以加一下！,2022,2,人大 冰上 爱好者 下学期 冰壶 花滑 冰球 体验 感兴趣 同学
464,2022-02-17 21:00:00,大创极限求捞 能肝不鸽,2022,2,大创 极限 求捞 不鸽
477,2022-02-17 21:00:00,求问刘军社会科学研究方法,2022,2,求问 刘军 社会科学 研究 方法
479,2022-02-17 21:00:00,每天没人聊天的人是不是很可怜啊 除非有事找 手机都是安安静静 每次点开都是那个空空的桌面 感觉自己过的好没意思啊,2022,2,聊天 可怜 有事 手机 安安静静 每次 点开 空空 桌面 没意思
480,2022-02-17 21:00:00,刚入学时候，学院答应报销的三百块钱买课外书的费用啥时候能下来。。。,2022,2,入学 学院 答应 报销 三百块 课外书 费用 啥时候
481,2022-02-17 21:00:00,微人大  进出校为什么账号会被禁用   呜呜呜呜   孩子今晚火车   手机和电脑都试了,2022,2,人大 进出 账号 禁用 呜呜 呜呜 孩子 今晚 火车 手机 电脑
482,2022-02-17 21:00:00,我们学校商科和金融类的研究生一年学费要多少呢？,2022,2,学校 商科 金融类 研究生 一年 学费
